1,1319,1,36_6508,36_6508M,ACCEPTED,,,2017-03-06 00:14:49,
9,1321,1,15_1457055,15_AATUSKRT00000177,RETURNED_TO_VENDOR,too big,test,2017-03-25 00:11:44,
95,163,204,14_INDI 308L,14_INDI 308L,PENDING,not my style,,2017-04-07 15:39:13,
96,164,204,36_6526 XL,36_6526 XL,PENDING,too expensive,,2017-04-07 15:39:13,
97,164,204,36_6526 XL,36_6526 XL,PENDING,too expensive,,2017-04-07 15:39:13,
100,1801,387,34_Pid135,34_Pid144_Sku1,REJECTED,not my style,I thought of keeping them but they're just not something I would ever wear. I even tried them on and I have small ears - they don't look good.,2017-04-18 12:14:39,2017-04-18 12:14:39
110,1970,428,28_SAI_KDR_16326_GRN,28_SAI_KDR_16326_GRN_S,ACCEPTED,not my style,,2017-04-24 06:09:21,2017-04-24 06:09:21
111,1971,428,26_SHW99-WHI,26_SHW99-WHI-4,ACCEPTED,similar to something I have,,2017-04-24 06:09:44,2017-04-24 06:09:44
112,1972,428,47_ABOFA16AWEWKU1221604,47_ABOFA16AWEWKU12216040M,RETURNED_TO_VENDOR,similar to something I have,,2017-04-24 06:11:08,2017-04-24 06:11:08
113,1973,428,36_6538 ,36_6538 S,ACCEPTED,not my style,,2017-04-24 06:11:36,2017-04-24 06:11:36
118,2053,436,29_TP0773,29_TP0773S,ACCEPTED,not my style,,2017-04-24 06:28:51,2017-04-24 06:28:51
119,2054,436,34_Pid138,34_Pid147_Sku1,ACCEPTED,similar to something I have,,2017-04-24 06:25:30,2017-04-24 06:25:30
120,2055,436,15_1101407,15_MTHBDRSS00001764,ACCEPTED,not my style,,2017-04-24 06:34:26,2017-04-24 06:34:26
121,2056,436,27_TOP00000148,27_TOP00000148S,ACCEPTED,poor quality,,2017-05-03 05:53:08,2017-05-03 05:53:08
122,2057,436,47_ABOFA16AWEWKU1259601,47_ABOFA16AWEWKU12596010S,RETURNED_TO_VENDOR,too expensive,,2017-04-24 06:35:30,2017-04-24 06:35:30
123,2131,550,51_VS91834,51_VS91834_XL,PENDING,too big,test1,2017-04-17 11:10:24,
124,2132,550,50_VJRGRAGN032016,50_testVajor17,PENDING,too expensive,test2,2017-04-17 11:10:24,
125,2131,550,51_VS91834,51_VS91834_XL,PENDING,poor quality,test1,2017-04-17 11:14:24,
126,2133,550,50_VJRXTLOBG0316,50_testVajor5,PENDING,too expensive,test2,2017-04-17 11:14:24,
128,2043,437,29_TP0774,29_TP0774S,ACCEPTED,not my style,love the colour and fabric but frills arent my style,2017-04-28 04:58:53,2017-04-28 04:58:53
129,2044,437,28_SAI_WTP_16533_GRN,28_SAI_WTP_16533_GRN_S,ACCEPTED,too big,"the style and colour is right, but doesnt fit me well",2017-04-28 05:00:06,2017-04-28 05:00:06
130,2045,437,47_ABOFA16AWWWTN1257502,47_ABOFA16AWWWTN12575020S,RETURNED_TO_VENDOR,similar to something I have,,2017-04-28 05:00:44,2017-04-28 05:00:44
131,2046,437,34_Pid4,34_Pid4_Sku1,ACCEPTED,not my style,,2017-04-28 05:01:41,2017-04-28 05:01:41
132,2047,437,34_Pid123,34_Pid132_Sku1,ACCEPTED,not my style,fitting is a problem,2017-04-28 05:02:08,2017-04-28 05:02:08
133,1994,429,29_TP0774,29_TP0774S,ACCEPTED,too small,,2017-04-28 04:47:57,2017-04-28 04:47:57
134,1995,429,19_ACCOM-101148,19_ACCOM-101148XS,ACCEPTED,not my style,,2017-04-28 04:48:24,2017-04-28 04:48:24
135,1996,429,27_TOP00000149,27_TOP00000149S,ACCEPTED,not my style,,2017-04-28 04:48:50,2017-04-28 04:48:50
138,2145,564,,,ACCEPTED,too expensive,test1,2017-04-19 06:22:05,2017-04-19 06:22:05
139,2143,564,50_VJRXTLOBG0316,50_testVajor7,ACCEPTED,too expensive,test2,2017-04-19 06:22:40,2017-04-19 06:22:40
140,2142,564,51_VS91812,51_VS91812_XL,REJECTED,not my style,test3,2017-04-19 06:24:42,2017-04-19 06:24:42
141,2140,564,50_VJRXAUG0416,50_testVajor15,RETURNED_TO_VENDOR,too expensive,test4,2017-04-19 06:25:02,2017-04-19 06:25:02
142,2177,574,50_VJRGRAGN032016,50_testVajor20,ACCEPTED,too expensive,,2017-04-19 07:39:39,2017-04-19 07:39:39
143,2176,574,51_VS91834,51_VS91834_XL,ACCEPTED,similar to something I have,,2017-04-28 19:05:08,2017-04-28 19:05:08
144,2174,574,51_VS91797,51_VS91797_XL,RETURNED_TO_VENDOR,too small,too tight on waist,2017-04-19 07:40:43,2017-04-19 07:40:43
145,2175,574,51_VS91812,51_VS91812_XL,REJECTED,not my style,,2017-04-19 07:41:02,2017-04-19 07:41:02
146,1959,412,34_LISS550_2XL,34_LISS550_2XL,ACCEPTED,too big,,2017-04-24 06:18:04,2017-04-24 06:18:04
147,2092,460,47_ABOFA16AWWWTP1145102,47_ABOFA16AWWWTP11451020S,ACCEPTED,too big,,2017-04-28 05:07:52,2017-04-28 05:07:52
148,2091,460,26_TUN13-WIN,26_TUN13-WIN-6,ACCEPTED,too big,,2017-04-28 05:09:15,2017-04-28 05:09:15
149,2090,460,44_Pid35,44_44,ACCEPTED,poor quality,Too sheer for my taste,2017-04-28 05:09:40,2017-04-28 05:09:40
150,2088,460,28_SAI_SKT_16567_NY,28_SAI_SKT_16567_NY_M,ACCEPTED,not my style,"This seemed to make me look older than I am. Wasn't too flattering, and slightly longer than I wanted ",2017-04-28 05:10:15,2017-04-28 05:10:15
151,2136,461,37_20001105,37_20001105XL,ACCEPTED,not my style,Wanted more corporate look top,2017-04-28 05:37:52,2017-04-28 05:37:52
152,2135,461,29_TP0826,29_TP0826XXL,ACCEPTED,similar to something I have,Wanted different color like polka dot or turquose blue or sea green.,2017-04-28 05:39:39,2017-04-28 05:39:39
153,2120,446,26_FTW56-SEABLU,26_FTW56-SEABLU-12,ACCEPTED,too big,,2017-04-28 05:24:49,2017-04-28 05:24:49
154,2121,446,15_1548323,15_ANUKKRTA00024451,ACCEPTED,too expensive,,2017-04-28 05:25:18,2017-04-28 05:25:18
155,2122,446,27_TOP00000178,27_TOP00000178M,ACCEPTED,too small,,2017-04-28 05:26:11,2017-04-28 05:26:11
156,2123,446,15_1500468,15_1500468M,RETURNED_TO_VENDOR,too small,,2017-04-28 05:27:19,2017-04-28 05:27:19
157,2061,464,15_1547139,15_1547139S,ACCEPTED,similar to something I have,,2017-04-28 04:41:46,2017-04-28 04:41:46
158,2060,464,36_6538 ,36_6538 S,ACCEPTED,too small,small shoulders,2017-04-28 04:42:12,2017-04-28 04:42:12
159,2059,464,28_SAI_WDR_16547_GRN,28_SAI_WDR_16547_GRN_S,ACCEPTED,not my style,,2017-04-28 04:42:43,2017-04-28 04:42:43
160,2166,462,15_1500468,15_1500468L,RETURNED_TO_VENDOR,not my style,The style does not suit me ,2017-05-03 05:27:46,2017-05-03 05:27:46
161,1979,432,28_SAI_WTP_16514_TEL,28_SAI_WTP_16514_TEL_M,ACCEPTED,not my style,I have little belly fat so dnt like such overlap tops,2017-05-03 06:10:52,2017-05-03 06:10:52
162,1980,432,36_ 6512 ,36_ 6512 M,ACCEPTED,too small,Not fitting me from breast area. ,2017-05-03 06:12:49,2017-05-03 06:12:49
163,1981,432,15_1500468,15_1500468M,ACCEPTED,not my style,Color is too dull for me,2017-05-03 06:14:22,2017-05-03 06:14:22
164,1983,432,34_Pid146,34_Pid155_Sku1,ACCEPTED,too small,I usually like long ethnic earings and i prefer something in neck rather in ear,2017-05-03 06:14:53,2017-05-03 06:14:53
165,2033,440,29_TP0834,29_TP0834S,ACCEPTED,too small,Sleeves dint fit me.,2017-05-03 05:41:56,2017-05-03 05:41:56
166,2034,440,28_SAI_KDR_16326_GRN,28_SAI_KDR_16326_GRN_S,ACCEPTED,poor quality,You can't give this material to be worn by people with heavier chest. This is for petite n slim people.,2017-05-03 05:32:14,2017-05-03 05:32:14
167,2036,440,34_Pid58,34_Pid107_Sku1,ACCEPTED,too small,Not the correct size. ,2017-05-03 05:36:41,2017-05-03 05:36:41
168,2037,440,36_6501(I) ,36_6501(I) M,ACCEPTED,not my style,,2017-05-03 05:43:36,2017-05-03 05:43:36
173,2153,476,46_Shirts007_F_Prodigy_RedChecks,34_SHW104-WHI-6R,ACCEPTED,poor quality,,2017-05-03 05:47:51,2017-05-03 05:47:51
174,2152,476,47_ABOFA16AWEWKU1221602,47_ABOFA16AWEWKU12216020M,RETURNED_TO_VENDOR,too big,,2017-05-03 05:48:41,2017-05-03 05:48:41
175,2151,476,15_1705213,15_1705213S,RETURNED_TO_VENDOR,not my style,,2017-05-03 05:50:59,2017-05-03 05:50:59
176,2150,476,46_Shirts007_F_Prodigy_BlueChecks,46_TCC01802,RETURNED_TO_VENDOR,poor quality,,2017-05-03 05:51:39,2017-05-03 05:51:39
177,2149,476,28_SAI_WTP_16504_BLH,28_SAI_WTP_16504_BLH_M,ACCEPTED,too big,,2017-05-03 05:52:49,2017-05-03 05:52:49
178,2078,439,29_TP0774,29_TP0774M,ACCEPTED,too small,,2017-04-28 05:50:25,2017-04-28 05:50:25
179,2080,439,15_1680899,15_1680899L,RETURNED_TO_VENDOR,too small,,2017-04-28 05:49:00,2017-04-28 05:49:00
180,2081,439,47_ABOFA16AWWWTN1257501,47_ABOFA16AWWWTN12575010L,RETURNED_TO_VENDOR,too small,,2017-04-28 05:54:38,2017-04-28 05:54:38
181,2082,439,34_1639875,34_1639875M,RETURNED_TO_VENDOR,too small,,2017-04-28 05:53:17,2017-04-28 05:53:17
182,2234,511,34_Pid151,34_Pid160_Sku1,ACCEPTED,not my style,,2017-05-05 13:51:20,2017-05-05 13:51:20
183,2236,511,,,ACCEPTED,too small,Would you be able to send one bigger size? ,2017-05-05 13:52:51,2017-05-05 13:52:51
184,1964,431,28_SAI_WTP_16504_BLH,28_SAI_WTP_16504_BLH_M,ACCEPTED,not my style,,2017-05-03 05:55:46,2017-05-03 05:55:46
185,1965,431,46_Shirts011_F_Valentina_Navy,46_TCC01832,ACCEPTED,not my style,The material is too thick and makes me look fat,2017-05-03 05:57:23,2017-05-03 05:57:23
186,1966,431,26_SHW96-WIN,26_SHW96-WIN-6,ACCEPTED,too small,Tight on the chest,2017-05-03 05:59:12,2017-05-03 05:59:12
187,1968,431,47_ABOFA16AWEWKU1221608,47_ABOFA16AWEWKU12216080L,ACCEPTED,not my style,Don't like Chinese collar and the fit is too loose. I prefer long a line Kurtis.,2017-05-03 06:00:35,2017-05-03 06:00:35
188,2267,514,11_BHS411,11_BHS411_S,PENDING,not my style,Didn't like the quality and fabric. Not elegant and classy. ,2017-04-22 14:35:01,
189,2269,514,28_SAI_KDR_16326_GRN,28_SAI_KDR_16326_GRN_S,PENDING,not my style,Didn't like the fabric. Body hugging and highlights my waist and hips wch is not desired. ,2017-04-22 14:35:01,
190,2038,459,28_SAI_WTP_16518_OC,28_SAI_WTP_16518_OC_M,ACCEPTED,not my style,I didn't like the colour,2017-05-02 08:19:16,2017-05-02 08:19:16
191,2039,459,46_Shirts011_F_Valentina_Navy,46_TCC01832,ACCEPTED,not my style,I dont have the pants to wear this on,2017-05-02 08:16:49,2017-05-02 08:16:49
192,2040,459,34_1542111,34_1542111S,RETURNED_TO_VENDOR,similar to something I have,,2017-05-02 08:18:03,2017-05-02 08:18:03
193,2041,459,34_Pid149,34_Pid158_Sku1,ACCEPTED,similar to something I have,,2017-06-06 12:08:06,2017-06-06 12:08:06
194,2042,459,47_ABOFA16AWEWKU1200802,47_ABOFA16AWEWKU12008020L,RETURNED_TO_VENDOR,similar to something I have,,2017-05-02 08:14:19,2017-05-02 08:14:19
195,2238,510,34_Pid22,34_Pid22_Sku1,ACCEPTED,not my style,,2017-04-28 05:57:02,2017-04-28 05:57:02
196,2239,510,34_1354852,34_Pid79_Sku1,ACCEPTED,too small,Very simple. Too simple for the cost,2017-04-28 05:59:05,2017-04-28 05:59:05
197,2241,510,44_Pid84,44_98,ACCEPTED,too small,,2017-04-28 06:00:38,2017-04-28 06:00:38
198,2208,475,43_RSStole_dual_NavyBlue,43_RSDupatta_Black,ACCEPTED,too small,Too narrow. I generally dont wear a dupatta on only one shoulder.,2017-05-03 06:21:00,2017-05-03 06:21:00
199,2207,475,28_SAI_WTP_16532_DKRS,28_SAI_WTP_16532_DKRS_S,ACCEPTED,not my style,So the only reason is that this material + the pussy bow is drawing even more attention to my bust i feel. ,2017-05-03 06:18:26,2017-05-03 06:18:26
200,2252,506,28_SAI_WTP_16504_BLH,28_SAI_WTP_16504_BLH_S,ACCEPTED,too big,,2017-05-05 06:53:01,2017-05-05 06:53:01
201,2255,506,28_SAI_WTP_16537_GRN,28_SAI_WTP_16537_GRN_S,ACCEPTED,too big,,2017-05-05 06:55:27,2017-05-05 06:55:27
202,2200,474,15_1705213,15_1705213M,ACCEPTED,similar to something I have,,2017-05-03 06:06:37,2017-05-03 06:06:37
203,2202,474,34_Pid148,34_Pid157_Sku1,ACCEPTED,too small,,2017-05-03 06:05:04,2017-05-03 06:05:04
204,2203,474,34_1405454,34_DSBYSKRT00000709,ACCEPTED,not my style,,2017-05-03 06:06:20,2017-05-03 06:06:20
205,2277,532,27_TOP00000149,27_TOP00000149L,ACCEPTED,not my style,,2017-05-03 06:49:16,2017-05-03 06:49:16
206,2278,532,15_1623523,15_DSBYTOPS00011201,ACCEPTED,similar to something I have,,2017-05-03 07:11:17,2017-05-03 07:11:17
207,2279,532,34_ABOFA16AWEWKU1200803,34_ABOFA16AWEWKU1200803XL,ACCEPTED,not my style,,2017-05-03 07:13:40,2017-05-03 07:13:40
208,2280,532,19_ATANC-101037,19_ATANC-101037,ACCEPTED,not my style,,2017-05-03 07:14:10,2017-05-03 07:14:10
209,2281,532,,,ACCEPTED,not my style,,2017-05-03 07:15:32,2017-05-03 07:15:32
210,2297,497,28_SAI_WDR_16566_NY,28_SAI_WDR_16566_NY_M,ACCEPTED,similar to something I have,,2017-05-02 08:21:44,2017-05-02 08:21:44
211,2298,497,34_Pid107,34_Pid116_Sku1,ACCEPTED,poor quality,,2017-05-02 08:22:07,2017-05-02 08:22:07
212,2299,497,15_1680904,15_1680904M,ACCEPTED,similar to something I have,,2017-05-02 08:23:51,2017-05-02 08:23:51
213,2301,497,26_TRW82-BLK,26_TRW82-BLK-8,ACCEPTED,too big,,2017-05-02 08:24:23,2017-05-02 08:24:23
